unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
65.00244140625,65.008544921875,"[3 5]","[0 9]"
57.11669921875,57.122802734375,"[9 0]","[5 2]"
60.3271484375,60.333251953125,"[2 7]","[5 9]"
55.804443359375,55.810546875,"[6 3]","[3 9]"
53.91845703125,53.924560546875,"[9 4]","[5 3]"
34.2529296875,34.259033203125,"[5 3]","[9 9]"
55.792236328125,55.79833984375,"[3 7]","[4 6]"
59.588623046875,59.5947265625,"[9 3]","[2 0]"
31.085205078125,31.09130859375,"[9 7]","[3 3]"
55.92041015625,55.926513671875,"[7 9]","[9 2]"
