unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
53.936767578125,53.94287109375,"[3 4]","[9 5]"
56.33544921875,56.341552734375,"[7 1]","[2 4]"
58.258056640625,58.26416015625,"[3 5]","[0 9]"
49.127197265625,49.13330078125,"[8 3]","[3 9]"
49.542236328125,49.54833984375,"[8 3]","[3 0]"
63.079833984375,63.0859375,"[5 2]","[2 3]"
57.71484375,57.720947265625,"[4 7]","[3 9]"
23.47412109375,23.480224609375,"[8 8]","[3 3]"
49.7802734375,49.786376953125,"[8 6]","[5 9]"
59.100341796875,59.1064453125,"[1 0]","[4 2]"
