unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
55.2703857421875,55.279541015625,"[9 3 0]","[2 0 2]"
63.7847900390625,63.7939453125,"[1 6 0]","[3 9 9]"
58.172607421875,58.1817626953125,"[9 0 7]","[2 9 2]"
59.7015380859375,59.710693359375,"[6 2 1]","[9 9 4]"
60.479736328125,60.4888916015625,"[4 8 5]","[3 3 2]"
53.13720703125,53.1463623046875,"[8 8 0]","[3 3 4]"
91.00341796875,91.0125732421875,"[9 3 2]","[5 9 3]"
125.665283203125,125.6744384765625,"[9 3 9]","[5 9 3]"
52.2674560546875,52.276611328125,"[9 4 4]","[3 8 3]"
76.7852783203125,76.79443359375,"[3 8 6]","[2 3 9]"
