unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
83.7432861328125,83.75244140625,"[8 5 6]","[3 2 9]"
84.0179443359375,84.027099609375,"[9 2 3]","[6 5 0]"
30.0018310546875,30.010986328125,"[1 0 4]","[3 3 3]"
61.5142822265625,61.5234375,"[0 3 1]","[3 9 9]"
60.4156494140625,60.4248046875,"[6 5 5]","[9 9 2]"
56.0394287109375,56.048583984375,"[8 8 7]","[4 3 2]"
57.0556640625,57.0648193359375,"[6 0 0]","[9 3 2]"
80.5389404296875,80.548095703125,"[8 0 9]","[4 5 3]"
80.4840087890625,80.4931640625,"[6 3 1]","[3 4 3]"
29.1961669921875,29.205322265625,"[3 3 3]","[2 0 4]"
