unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
76.226806640625,76.2359619140625,"[8 8 1 3 9]","[5 3 4 4 2]"
174.93896484375,174.9481201171875,"[4 2 1 0 4]","[3 0 9 2 5]"
144.580078125,144.5892333984375,"[2 4 1 4 3]","[3 8 4 5 4]"
196.856689453125,196.8658447265625,"[7 2 6 5 3]","[2 7 1 9 4]"
69.43359375,69.4427490234375,"[2 5 5 1 8]","[9 9 9 3 3]"
160.125732421875,160.1348876953125,"[3 3 9 9 0]","[4 9 3 3 4]"
189.111328125,189.1204833984375,"[0 6 9 4 3]","[2 9 3 8 9]"
61.1572265625,61.1663818359375,"[8 9 7 9 7]","[3 2 2 2 3]"
113.9556884765625,113.96484375,"[2 8 6 0 1]","[0 3 0 3 4]"
63.5009765625,63.5101318359375,"[5 5 3 3 3]","[9 2 2 2 9]"
