unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
25.762939453125,25.76904296875,"[6 6]","[9 0]"
33.5693359375,33.575439453125,"[5 3]","[9 9]"
64.4287109375,64.434814453125,"[3 5]","[2 9]"
26.11083984375,26.116943359375,"[8 4]","[3 3]"
56.158447265625,56.16455078125,"[3 6]","[2 9]"
56.38427734375,56.390380859375,"[4 9]","[3 2]"
22.64404296875,22.650146484375,"[8 8]","[3 3]"
49.03564453125,49.041748046875,"[8 9]","[3 2]"
55.511474609375,55.517578125,"[9 3]","[2 9]"
26.129150390625,26.13525390625,"[9 8]","[3 3]"
