unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
58.04443359375,58.050537109375,"[9 1]","[2 4]"
59.326171875,59.332275390625,"[5 9]","[9 2]"
56.512451171875,56.5185546875,"[9 0]","[5 9]"
48.9501953125,48.956298828125,"[8 3]","[3 9]"
56.72607421875,56.732177734375,"[5 8]","[9 3]"
55.340576171875,55.3466796875,"[9 3]","[3 0]"
25.81787109375,25.823974609375,"[9 8]","[3 3]"
59.893798828125,59.89990234375,"[0 5]","[2 9]"
57.244873046875,57.2509765625,"[0 4]","[2 5]"
29.998779296875,30.0048828125,"[9 1]","[3 3]"
