unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
56.72607421875,56.732177734375,"[8 7]","[4 3]"
52.5390625,52.545166015625,"[9 6]","[5 9]"
29.5166015625,29.522705078125,"[3 2]","[0 0]"
60.626220703125,60.63232421875,"[5 0]","[9 3]"
51.068115234375,51.07421875,"[9 3]","[2 0]"
56.0546875,56.060791015625,"[9 6]","[2 9]"
55.9814453125,55.987548828125,"[3 0]","[0 9]"
52.117919921875,52.1240234375,"[9 3]","[2 0]"
50.89111328125,50.897216796875,"[9 6]","[2 1]"
65.972900390625,65.97900390625,"[7 1]","[9 3]"
