unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
138.3087158203125,138.31787109375,"[0 7 9 3]","[9 9 3 2]"
87.56103515625,87.5701904296875,"[7 1 2 6]","[3 9 0 9]"
83.9813232421875,83.990478515625,"[4 5 5 6]","[3 2 9 9]"
56.9549560546875,56.964111328125,"[4 9 4 9]","[8 5 8 6]"
131.2225341796875,131.231689453125,"[8 9 2 6]","[4 2 5 9]"
137.4847412109375,137.493896484375,"[1 0 3 2]","[4 5 2 0]"
168.5211181640625,168.5302734375,"[4 0 5 3]","[8 3 8 0]"
64.7552490234375,64.764404296875,"[7 2 3 5]","[2 9 9 9]"
127.130126953125,127.1392822265625,"[2 5 3 1]","[7 8 2 4]"
118.10302734375,118.1121826171875,"[3 1 7 8]","[9 3 2 4]"
