unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
56.805419921875,56.8115234375,"[5 6]","[9 3]"
26.86767578125,26.873779296875,"[9 9]","[3 3]"
26.312255859375,26.318359375,"[4 9]","[3 3]"
58.7158203125,58.721923828125,"[7 3]","[2 9]"
58.013916015625,58.02001953125,"[3 7]","[9 3]"
54.43115234375,54.437255859375,"[4 3]","[3 9]"
53.558349609375,53.564453125,"[7 8]","[9 3]"
64.691162109375,64.697265625,"[1 0]","[3 4]"
29.5166015625,29.522705078125,"[3 3]","[0 4]"
51.86767578125,51.873779296875,"[8 5]","[3 9]"
