unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
86.3250732421875,86.334228515625,"[8 2 5]","[3 5 9]"
89.53857421875,89.5477294921875,"[0 4 5]","[4 3 2]"
86.3067626953125,86.31591796875,"[3 0 7]","[4 5 2]"
61.1297607421875,61.138916015625,"[0 0 1]","[4 2 9]"
54.949951171875,54.9591064453125,"[9 1 4]","[3 4 3]"
61.0931396484375,61.102294921875,"[8 7 1]","[3 9 3]"
29.5166015625,29.5257568359375,"[3 3 3]","[0 0 9]"
84.796142578125,84.8052978515625,"[4 7 9]","[8 3 5]"
88.6962890625,88.7054443359375,"[5 4 3]","[9 3 2]"
60.223388671875,60.2325439453125,"[3 2 3]","[2 9 0]"
