unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
33.416748046875,33.4228515625,"[9 5]","[2 2]"
29.06494140625,29.071044921875,"[8 1]","[4 4]"
61.376953125,61.383056640625,"[2 5]","[3 9]"
58.30078125,58.306884765625,"[3 2]","[4 3]"
56.329345703125,56.33544921875,"[5 8]","[2 3]"
53.91845703125,53.924560546875,"[3 2]","[0 9]"
54.644775390625,54.65087890625,"[3 4]","[9 5]"
48.797607421875,48.8037109375,"[8 4]","[5 8]"
53.466796875,53.472900390625,"[9 7]","[3 6]"
48.687744140625,48.69384765625,"[6 8]","[9 3]"
