unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
58.831787109375,58.8409423828125,"[3 9 7]","[9 2 2]"
55.3619384765625,55.37109375,"[8 9 2]","[3 6 3]"
54.345703125,54.3548583984375,"[6 6 7]","[9 0 2]"
54.144287109375,54.1534423828125,"[8 2 9]","[3 9 3]"
80.6854248046875,80.694580078125,"[9 7 3]","[2 3 4]"
56.5155029296875,56.524658203125,"[7 3 3]","[6 9 4]"
59.9853515625,59.9945068359375,"[9 3 9]","[2 9 2]"
94.317626953125,94.3267822265625,"[5 9 3]","[9 3 2]"
103.546142578125,103.5552978515625,"[0 9 3]","[2 3 0]"
83.184814453125,83.1939697265625,"[4 7 8]","[8 2 3]"
