unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
51.397705078125,51.4068603515625,"[4 9 9]","[8 2 3]"
81.62841796875,81.6375732421875,"[2 0 8]","[5 4 3]"
55.426025390625,55.4351806640625,"[6 2 8]","[0 3 3]"
83.9813232421875,83.990478515625,"[2 7 3]","[5 3 9]"
79.3121337890625,79.3212890625,"[6 9 8]","[0 2 3]"
59.0606689453125,59.06982421875,"[9 0 2]","[3 3 7]"
81.4727783203125,81.48193359375,"[2 8 3]","[5 3 4]"
90.380859375,90.3900146484375,"[4 0 5]","[5 3 9]"
62.7044677734375,62.713623046875,"[9 7 2]","[3 3 7]"
104.2144775390625,104.2236328125,"[9 2 3]","[3 3 2]"
