unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
31.085205078125,31.09130859375,"[7 8]","[3 3]"
59.2529296875,59.259033203125,"[2 0]","[9 4]"
51.068115234375,51.07421875,"[3 9]","[0 2]"
31.939697265625,31.94580078125,"[5 6]","[9 9]"
60.8642578125,60.870361328125,"[5 0]","[2 3]"
27.45361328125,27.459716796875,"[4 4]","[5 3]"
26.312255859375,26.318359375,"[4 8]","[3 3]"
27.117919921875,27.1240234375,"[2 8]","[3 3]"
56.182861328125,56.18896484375,"[7 3]","[3 4]"
56.085205078125,56.09130859375,"[1 9]","[4 3]"
