unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
55.255126953125,55.26123046875,"[1 9]","[9 2]"
113.8427734375,113.848876953125,"[2 0]","[0 2]"
30.31005859375,30.316162109375,"[2 3]","[9 9]"
58.642578125,58.648681640625,"[4 3]","[8 9]"
48.919677734375,48.92578125,"[9 8]","[6 5]"
60.174560546875,60.1806640625,"[1 3]","[3 2]"
22.64404296875,22.650146484375,"[8 8]","[3 3]"
25.69580078125,25.701904296875,"[9 9]","[2 6]"
27.44140625,27.447509765625,"[8 0]","[3 3]"
55.87158203125,55.877685546875,"[3 9]","[2 6]"
