unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
54.473876953125,54.4830322265625,"[4 8 7]","[3 3 2]"
49.6856689453125,49.69482421875,"[6 9 8]","[3 2 3]"
77.655029296875,77.6641845703125,"[3 6 8]","[0 1 3]"
66.3665771484375,66.375732421875,"[5 3 3]","[8 0 9]"
79.65087890625,79.6600341796875,"[3 7 0]","[4 6 2]"
80.767822265625,80.7769775390625,"[4 9 3]","[8 2 9]"
53.72314453125,53.7322998046875,"[9 8 4]","[3 3 8]"
63.0615234375,63.0706787109375,"[8 4 1]","[3 8 3]"
63.372802734375,63.3819580078125,"[0 5 4]","[3 9 3]"
55.5450439453125,55.55419921875,"[4 8 2]","[3 5 5]"
