unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
112.17041015625,112.1795654296875,"[7 1 9 0]","[3 4 6 2]"
79.3487548828125,79.35791015625,"[8 2 4 2]","[3 5 8 9]"
65.130615234375,65.1397705078125,"[9 1 2 2]","[3 3 9 9]"
75.8056640625,75.8148193359375,"[9 9 9 6]","[3 2 2 9]"
30.6427001953125,30.65185546875,"[9 0 8 8]","[3 3 3 3]"
142.950439453125,142.9595947265625,"[4 2 3 5]","[3 5 2 9]"
155.474853515625,155.4840087890625,"[0 4 3 3]","[3 3 0 9]"
84.41162109375,84.4207763671875,"[2 8 3 1]","[5 3 4 4]"
162.5885009765625,162.59765625,"[1 3 3 0]","[4 4 0 3]"
147.83935546875,147.8485107421875,"[8 9 3 9]","[3 2 9 3]"
