unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
118.212890625,118.2220458984375,"[3 5 9 0]","[2 9 3 3]"
75.6134033203125,75.62255859375,"[9 9 8 2]","[3 2 3 5]"
80.621337890625,80.6304931640625,"[1 8 8 4]","[4 3 3 5]"
81.7840576171875,81.793212890625,"[0 5 4 3]","[3 2 3 2]"
105.0933837890625,105.1025390625,"[4 3 1 6]","[3 9 4 9]"
76.6387939453125,76.64794921875,"[8 9 8 5]","[3 2 3 9]"
92.0013427734375,92.010498046875,"[2 0 0 3]","[7 4 2 2]"
50.6744384765625,50.68359375,"[9 9 9 4]","[3 2 3 3]"
78.314208984375,78.3233642578125,"[2 5 7 3]","[9 2 9 2]"
87.286376953125,87.2955322265625,"[3 8 2 2]","[9 4 9 5]"
