unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
55.0323486328125,55.04150390625,"[6 9 0]","[3 3 9]"
63.7847900390625,63.7939453125,"[1 8 0]","[3 3 9]"
64.7918701171875,64.801025390625,"[2 5 2]","[7 9 0]"
60.6903076171875,60.699462890625,"[2 0 8]","[9 3 3]"
77.4810791015625,77.490234375,"[6 1 8]","[9 4 3]"
82.5164794921875,82.525634765625,"[1 3 9]","[4 9 2]"
49.127197265625,49.1363525390625,"[3 6 8]","[9 9 3]"
84.8602294921875,84.869384765625,"[2 3 7]","[5 0 6]"
75.201416015625,75.2105712890625,"[3 0 2]","[2 2 9]"
49.9603271484375,49.969482421875,"[4 8 9]","[3 3 2]"
