unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
60.858154296875,60.8642578125,"[7 5]","[6 9]"
60.211181640625,60.21728515625,"[7 3]","[2 9]"
60.247802734375,60.25390625,"[0 2]","[3 9]"
27.606201171875,27.6123046875,"[9 4]","[5 5]"
59.55810546875,59.564208984375,"[3 4]","[9 8]"
60.72998046875,60.736083984375,"[7 5]","[3 9]"
55.767822265625,55.77392578125,"[9 4]","[3 8]"
58.489990234375,58.49609375,"[7 3]","[3 9]"
56.390380859375,56.396484375,"[3 9]","[0 3]"
61.553955078125,61.56005859375,"[7 3]","[3 9]"
