unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
55.023193359375,55.0323486328125,"[9 0 6]","[3 3 9]"
87.322998046875,87.3321533203125,"[6 1 9]","[9 3 5]"
59.0606689453125,59.06982421875,"[1 7 2]","[4 3 3]"
59.5184326171875,59.527587890625,"[3 5 3]","[2 9 9]"
59.94873046875,59.9578857421875,"[1 0 0]","[4 3 2]"
26.312255859375,26.3214111328125,"[8 8 4]","[3 3 3]"
80.218505859375,80.2276611328125,"[3 6 4]","[2 9 8]"
54.656982421875,54.6661376953125,"[9 6 0]","[3 3 2]"
58.575439453125,58.5845947265625,"[3 3 1]","[9 9 4]"
30.0018310546875,30.010986328125,"[1 0 8]","[3 3 3]"
