unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
83.111572265625,83.1207275390625,"[8 3 1 3]","[3 9 3 9]"
166.680908203125,166.6900634765625,"[1 9 2 7]","[4 5 7 2]"
149.835205078125,149.8443603515625,"[9 9 3 5]","[5 3 9 9]"
101.18408203125,101.1932373046875,"[2 3 8 3]","[7 2 3 4]"
89.849853515625,89.8590087890625,"[0 4 5 5]","[4 3 2 9]"
102.008056640625,102.0172119140625,"[2 3 2 9]","[9 4 5 3]"
117.4072265625,117.4163818359375,"[3 1 8 3]","[9 3 3 2]"
149.3316650390625,149.3408203125,"[9 8 9 3]","[2 3 3 9]"
55.8746337890625,55.8837890625,"[1 6 6 1]","[4 9 9 9]"
86.2152099609375,86.224365234375,"[2 4 1 2]","[5 3 4 7]"
