unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
50.592041015625,50.59814453125,"[6 9]","[0 2]"
29.998779296875,30.0048828125,"[1 0]","[3 3]"
53.729248046875,53.7353515625,"[0 9]","[9 2]"
23.2177734375,23.223876953125,"[8 8]","[5 3]"
55.133056640625,55.13916015625,"[9 1]","[3 9]"
54.937744140625,54.94384765625,"[1 4]","[4 3]"
30.218505859375,30.224609375,"[0 3]","[4 4]"
58.26416015625,58.270263671875,"[9 3]","[5 9]"
50.1708984375,50.177001953125,"[8 7]","[3 6]"
53.729248046875,53.7353515625,"[7 3]","[6 0]"
