unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
109.3780517578125,109.38720703125,"[3 2 9 9]","[2 3 3 2]"
113.5986328125,113.6077880859375,"[7 3 8 5]","[6 0 5 9]"
56.7352294921875,56.744384765625,"[8 5 9 8]","[3 2 2 3]"
102.3468017578125,102.35595703125,"[8 3 8 4]","[3 9 3 8]"
97.283935546875,97.2930908203125,"[3 2 8 8]","[2 9 3 3]"
102.79541015625,102.8045654296875,"[7 3 8 9]","[6 0 3 3]"
84.4757080078125,84.48486328125,"[6 9 3 3]","[0 2 4 2]"
67.657470703125,67.6666259765625,"[2 5 0 1]","[3 9 3 3]"
72.1527099609375,72.161865234375,"[8 3 3 3]","[3 0 9 9]"
131.65283203125,131.6619873046875,"[4 1 9 3]","[8 9 3 0]"
