unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
84.41162109375,84.4207763671875,"[3 3 1 4]","[4 0 4 8]"
104.058837890625,104.0679931640625,"[6 8 9 0]","[9 3 2 5]"
86.370849609375,86.3800048828125,"[2 3 2 4]","[0 0 3 8]"
76.28173828125,76.2908935546875,"[3 3 6 8]","[0 0 9 3]"
82.452392578125,82.4615478515625,"[4 7 2 8]","[3 6 5 3]"
171.6796875,171.6888427734375,"[9 8 3 0]","[3 3 9 5]"
108.453369140625,108.4625244140625,"[3 7 8 1]","[9 2 3 4]"
139.013671875,139.0228271484375,"[4 8 5 8]","[8 3 2 4]"
116.2445068359375,116.253662109375,"[5 8 0 1]","[2 3 5 4]"
112.353515625,112.3626708984375,"[4 9 3 5]","[3 2 0 9]"
