unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
87.59765625,87.6068115234375,"[5 4 0 5 0]","[9 8 3 8 9]"
127.9815673828125,127.99072265625,"[5 7 7 9 3]","[9 3 2 3 4]"
158.001708984375,158.0108642578125,"[3 1 5 4 8]","[9 4 9 8 3]"
150.9429931640625,150.9521484375,"[3 3 5 2 0]","[4 0 2 3 9]"
144.1864013671875,144.195556640625,"[9 4 2 9 4]","[2 8 9 3 3]"
165.6280517578125,165.63720703125,"[8 5 3 9 3]","[3 2 9 3 9]"
102.1453857421875,102.154541015625,"[3 3 5 8 9]","[0 4 2 3 2]"
85.1715087890625,85.1806640625,"[3 2 3 3 6]","[9 5 2 9 0]"
122.113037109375,122.1221923828125,"[9 9 3 9 3]","[3 5 2 2 9]"
123.74267578125,123.7518310546875,"[2 3 1 9 2]","[3 9 4 6 5]"
