unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
60.9283447265625,60.9375,"[3 5 5]","[0 2 9]"
76.3916015625,76.4007568359375,"[4 6 9]","[8 9 2]"
51.1322021484375,51.141357421875,"[9 9 4]","[2 3 3]"
52.8076171875,52.8167724609375,"[3 9 8]","[0 5 5]"
85.43701171875,85.4461669921875,"[3 1 3]","[0 3 2]"
56.4788818359375,56.488037109375,"[9 3 4]","[2 2 3]"
56.488037109375,56.4971923828125,"[3 2 3]","[2 9 9]"
70.42236328125,70.4315185546875,"[3 8 3]","[9 3 4]"
55.224609375,55.2337646484375,"[3 6 3]","[9 9 2]"
85.546875,85.5560302734375,"[7 3 2]","[2 4 9]"
