unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
47.564697265625,47.57080078125,"[3 8]","[4 3]"
56.79931640625,56.805419921875,"[0 6]","[5 9]"
55.908203125,55.914306640625,"[1 7]","[4 6]"
30.84716796875,30.853271484375,"[0 0]","[3 9]"
53.045654296875,53.0517578125,"[3 0]","[4 2]"
51.959228515625,51.96533203125,"[1 8]","[4 3]"
50.567626953125,50.57373046875,"[3 9]","[9 2]"
54.52880859375,54.534912109375,"[8 5]","[3 9]"
58.60595703125,58.612060546875,"[2 3]","[0 9]"
57.40966796875,57.415771484375,"[2 4]","[5 8]"
22.705078125,22.711181640625,"[8 8]","[3 3]"
26.62353515625,26.629638671875,"[9 4]","[3 3]"
59.87548828125,59.881591796875,"[2 0]","[5 3]"
51.1474609375,51.153564453125,"[9 6]","[3 1]"
32.0556640625,32.061767578125,"[7 1]","[9 9]"
59.8388671875,59.844970703125,"[3 0]","[4 3]"
55.889892578125,55.89599609375,"[2 4]","[9 5]"
52.79541015625,52.801513671875,"[3 4]","[9 3]"
63.0615234375,63.067626953125,"[4 1]","[8 3]"
49.45068359375,49.456787109375,"[9 8]","[3 4]"
56.964111328125,56.97021484375,"[6 7]","[9 2]"
31.14013671875,31.146240234375,"[0 0]","[5 9]"
67.22412109375,67.230224609375,"[1 5]","[9 8]"
50.50048828125,50.506591796875,"[8 6]","[4 3]"
49.481201171875,49.4873046875,"[8 9]","[4 2]"
27.215576171875,27.2216796875,"[2 8]","[3 3]"
59.014892578125,59.02099609375,"[3 5]","[0 9]"
50.250244140625,50.25634765625,"[9 8]","[5 3]"
54.766845703125,54.77294921875,"[9 0]","[5 3]"
52.67333984375,52.679443359375,"[6 4]","[9 3]"
32.01904296875,32.025146484375,"[7 1]","[3 3]"
57.879638671875,57.8857421875,"[3 2]","[4 0]"
52.1240234375,52.130126953125,"[0 8]","[9 5]"
56.8603515625,56.866455078125,"[2 4]","[0 8]"
56.97021484375,56.976318359375,"[3 4]","[0 5]"
62.384033203125,62.39013671875,"[3 5]","[9 8]"
33.184814453125,33.19091796875,"[7 5]","[9 9]"
62.969970703125,62.97607421875,"[5 0]","[9 2]"
59.136962890625,59.14306640625,"[2 0]","[5 2]"
30.401611328125,30.40771484375,"[7 9]","[2 2]"
49.2919921875,49.298095703125,"[9 3]","[3 0]"
29.998779296875,30.0048828125,"[8 1]","[3 3]"
57.940673828125,57.94677734375,"[4 1]","[3 9]"
56.036376953125,56.04248046875,"[3 4]","[9 3]"
54.693603515625,54.69970703125,"[4 1]","[3 4]"
59.06982421875,59.075927734375,"[2 4]","[7 5]"
50.567626953125,50.57373046875,"[9 3]","[2 9]"
58.89892578125,58.905029296875,"[3 0]","[2 5]"
32.01904296875,32.025146484375,"[1 7]","[3 3]"
58.990478515625,58.99658203125,"[4 0]","[8 5]"
26.86767578125,26.873779296875,"[9 9]","[3 2]"
54.72412109375,54.730224609375,"[0 6]","[2 9]"
29.180908203125,29.18701171875,"[7 8]","[3 3]"
100.0,100.0,"[9 3]","[3 9]"
