unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
49.2919921875,49.298095703125,"[9 3]","[3 0]"
29.998779296875,30.0048828125,"[8 1]","[3 3]"
57.940673828125,57.94677734375,"[4 1]","[3 9]"
56.036376953125,56.04248046875,"[3 4]","[9 3]"
54.693603515625,54.69970703125,"[4 1]","[3 4]"
59.06982421875,59.075927734375,"[2 4]","[7 5]"
50.567626953125,50.57373046875,"[9 3]","[2 9]"
58.89892578125,58.905029296875,"[3 0]","[2 5]"
32.01904296875,32.025146484375,"[1 7]","[3 3]"
58.990478515625,58.99658203125,"[4 0]","[8 5]"
