unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
97.93701171875,97.943115234375,"[9 5]","[5 9]"
61.553955078125,61.56005859375,"[7 3]","[3 9]"
30.938720703125,30.94482421875,"[3 3]","[9 9]"
53.973388671875,53.9794921875,"[8 7]","[3 2]"
132.21435546875,132.220458984375,"[3 9]","[9 3]"
118.78662109375,118.792724609375,"[9 2]","[2 9]"
23.91357421875,23.919677734375,"[8 8]","[3 3]"
53.070068359375,53.076171875,"[9 3]","[5 9]"
26.129150390625,26.13525390625,"[8 9]","[3 3]"
54.84619140625,54.852294921875,"[9 1]","[3 4]"
