unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.11865234375,59.124755859375,"[3 4]","[9 8]"
57.073974609375,57.080078125,"[7 6]","[3 9]"
36.41357421875,36.419677734375,"[3 5]","[2 2]"
52.28271484375,52.288818359375,"[0 6]","[3 9]"
29.91943359375,29.925537109375,"[3 3]","[4 9]"
56.219482421875,56.2255859375,"[0 4]","[3 8]"
57.470703125,57.476806640625,"[3 4]","[9 5]"
29.656982421875,29.6630859375,"[0 2]","[3 3]"
63.665771484375,63.671875,"[5 4]","[9 8]"
56.390380859375,56.396484375,"[4 0]","[8 5]"
