unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
89.520263671875,89.5294189453125,"[8 5 9 5 1]","[4 9 3 9 3]"
106.5948486328125,106.60400390625,"[9 8 4 2 3]","[3 3 3 5 0]"
128.3111572265625,128.3203125,"[9 0 4 4 5]","[6 2 5 3 9]"
144.5709228515625,144.580078125,"[3 7 1 9 4]","[9 2 4 2 3]"
96.221923828125,96.2310791015625,"[9 9 3 9 2]","[3 3 2 2 5]"
122.0489501953125,122.05810546875,"[3 3 8 0 6]","[2 0 3 2 9]"
222.4365234375,222.4456787109375,"[0 3 6 7 5]","[3 0 9 2 8]"
85.345458984375,85.3546142578125,"[0 1 4 9 0]","[3 4 8 3 3]"
112.8753662109375,112.884521484375,"[3 8 5 1 7]","[4 5 2 4 6]"
171.56982421875,171.5789794921875,"[2 9 4 3 2]","[3 3 8 9 9]"
