unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
116.680908203125,116.68701171875,"[3 9]","[9 3]"
50.62255859375,50.628662109375,"[8 1]","[3 4]"
66.8212890625,66.827392578125,"[1 5]","[3 9]"
31.085205078125,31.09130859375,"[7 8]","[3 3]"
56.1767578125,56.182861328125,"[0 6]","[3 9]"
57.269287109375,57.275390625,"[7 9]","[2 3]"
55.2490234375,55.255126953125,"[5 8]","[9 3]"
30.291748046875,30.2978515625,"[9 3]","[2 2]"
53.961181640625,53.96728515625,"[6 1]","[9 4]"
53.045654296875,53.0517578125,"[3 0]","[4 2]"
