unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.3017578125,59.307861328125,"[9 2]","[2 5]"
58.49609375,58.502197265625,"[7 5]","[2 9]"
54.78515625,54.791259765625,"[3 9]","[9 2]"
55.908203125,55.914306640625,"[0 3]","[5 4]"
58.251953125,58.258056640625,"[5 4]","[9 3]"
133.123779296875,133.1298828125,"[9 3]","[3 9]"
56.097412109375,56.103515625,"[3 8]","[9 4]"
53.302001953125,53.30810546875,"[2 6]","[9 3]"
60.25390625,60.260009765625,"[2 1]","[5 4]"
58.172607421875,58.1787109375,"[5 8]","[9 3]"
