unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
114.605712890625,114.6148681640625,"[8 8 7 5 3]","[3 3 2 9 4]"
165.765380859375,165.7745361328125,"[4 3 3 0 0]","[3 9 4 2 3]"
151.629638671875,151.6387939453125,"[8 3 6 4 3]","[4 2 3 3 9]"
138.0889892578125,138.09814453125,"[4 3 7 0 8]","[5 9 3 2 3]"
181.4117431640625,181.4208984375,"[0 3 9 4 8]","[3 4 3 8 3]"
61.70654296875,61.7156982421875,"[5 4 4 4 5]","[9 3 8 5 9]"
75.604248046875,75.6134033203125,"[8 4 8 4 3]","[3 3 3 3 9]"
83.038330078125,83.0474853515625,"[8 8 9 1 1]","[3 3 2 3 4]"
61.70654296875,61.7156982421875,"[5 3 4 4 4]","[9 9 3 3 5]"
135.205078125,135.2142333984375,"[2 1 9 6 9]","[5 4 2 9 2]"
