unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
71.1639404296875,71.173095703125,"[3 3 8]","[0 2 3]"
87.48779296875,87.4969482421875,"[2 1 6]","[7 4 9]"
84.356689453125,84.3658447265625,"[6 4 2]","[1 3 5]"
75.47607421875,75.4852294921875,"[8 4 6]","[3 8 9]"
95.4437255859375,95.452880859375,"[1 5 2]","[3 9 5]"
57.476806640625,57.4859619140625,"[3 7 3]","[9 2 0]"
66.5771484375,66.5863037109375,"[2 7 5]","[9 3 9]"
33.270263671875,33.2794189453125,"[3 2 5]","[9 9 9]"
62.109375,62.1185302734375,"[5 3 4]","[9 9 5]"
57.67822265625,57.6873779296875,"[9 4 0]","[3 3 5]"
