unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.02099609375,59.027099609375,"[0 2]","[2 5]"
61.590576171875,61.5966796875,"[2 7]","[5 2]"
27.05078125,27.056884765625,"[6 6]","[1 9]"
35.48583984375,35.491943359375,"[5 3]","[9 9]"
58.795166015625,58.80126953125,"[5 6]","[2 9]"
56.103515625,56.109619140625,"[5 8]","[9 3]"
53.936767578125,53.94287109375,"[3 4]","[9 3]"
31.09130859375,31.097412109375,"[7 7]","[6 9]"
52.84423828125,52.850341796875,"[3 8]","[0 3]"
63.519287109375,63.525390625,"[5 2]","[2 3]"
