unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
57.696533203125,57.7056884765625,"[2 9 0 4]","[3 3 2 3]"
101.07421875,101.0833740234375,"[1 8 3 3]","[9 3 4 0]"
105.6884765625,105.6976318359375,"[9 8 0 2]","[3 3 2 9]"
106.2652587890625,106.2744140625,"[9 3 4 3]","[2 9 3 9]"
85.7208251953125,85.72998046875,"[5 8 5 9]","[9 3 9 2]"
129.5196533203125,129.52880859375,"[9 2 1 3]","[3 5 3 2]"
124.1455078125,124.1546630859375,"[5 2 6 9]","[2 9 9 2]"
102.1087646484375,102.117919921875,"[5 1 6 9]","[9 4 9 3]"
81.3079833984375,81.317138671875,"[9 7 6 9]","[3 2 9 2]"
89.520263671875,89.5294189453125,"[3 9 3 0]","[4 2 2 5]"
