unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
92.54150390625,92.5506591796875,"[3 1 5]","[2 4 9]"
68.44482421875,68.4539794921875,"[8 3 3]","[3 9 4]"
80.181884765625,80.1910400390625,"[4 9 7]","[5 3 6]"
57.97119140625,57.9803466796875,"[3 6 0]","[9 9 2]"
83.45947265625,83.4686279296875,"[8 1 3]","[3 4 2]"
53.3477783203125,53.35693359375,"[8 2 8]","[3 9 3]"
30.9356689453125,30.94482421875,"[3 3 3]","[4 4 9]"
84.356689453125,84.3658447265625,"[0 6 4]","[3 9 8]"
53.4393310546875,53.448486328125,"[4 4 9]","[3 3 5]"
81.48193359375,81.4910888671875,"[6 5 9]","[3 9 2]"
