unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
66.2567138671875,66.265869140625,"[3 3 2 2]","[4 9 9 3]"
169.683837890625,169.6929931640625,"[7 3 8 4]","[6 4 4 3]"
108.599853515625,108.6090087890625,"[8 0 2 7]","[3 3 0 2]"
59.72900390625,59.7381591796875,"[9 8 5 4]","[2 3 2 3]"
141.082763671875,141.0919189453125,"[1 4 5 3]","[4 3 9 2]"
86.8927001953125,86.90185546875,"[3 9 3 0]","[4 3 2 2]"
171.3043212890625,171.3134765625,"[0 3 7 8]","[3 0 6 3]"
66.9891357421875,66.998291015625,"[5 7 5 6]","[2 9 8 9]"
78.3416748046875,78.350830078125,"[3 8 3 6]","[9 3 0 9]"
72.25341796875,72.2625732421875,"[6 8 8 9]","[0 3 3 2]"
