unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
151.629638671875,151.6387939453125,"[2 9 1]","[9 2 4]"
84.613037109375,84.6221923828125,"[7 4 9]","[2 8 6]"
34.2498779296875,34.259033203125,"[3 2 5]","[9 9 9]"
59.234619140625,59.2437744140625,"[9 5 9]","[6 2 3]"
63.372802734375,63.3819580078125,"[5 3 3]","[2 0 9]"
90.2069091796875,90.216064453125,"[9 7 3]","[2 3 9]"
139.92919921875,139.9383544921875,"[9 8 3]","[3 3 9]"
89.4927978515625,89.501953125,"[3 5 4]","[0 2 3]"
106.146240234375,106.1553955078125,"[7 2 3]","[3 5 2]"
87.6708984375,87.6800537109375,"[1 4 2]","[4 8 5]"
