unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
78.77197265625,78.7811279296875,"[2 8 9]","[7 5 2]"
92.2760009765625,92.28515625,"[9 7 5]","[5 3 2]"
58.4381103515625,58.447265625,"[8 1 2]","[3 3 9]"
61.7523193359375,61.761474609375,"[0 3 9]","[5 9 5]"
99.8748779296875,99.884033203125,"[9 7 3]","[3 9 0]"
163.568115234375,163.5772705078125,"[3 9 2]","[9 3 5]"
102.5848388671875,102.593994140625,"[9 2 5]","[2 5 2]"
82.452392578125,82.4615478515625,"[1 0 3]","[3 3 9]"
55.40771484375,55.4168701171875,"[9 1 1]","[3 9 3]"
78.80859375,78.8177490234375,"[8 6 1]","[3 0 4]"
