unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
76.2542724609375,76.263427734375,"[8 8 3 9]","[3 3 0 2]"
96.0845947265625,96.09375,"[0 2 5 8]","[3 5 9 3]"
82.9833984375,82.9925537109375,"[6 3 3 8]","[1 0 2 4]"
82.2052001953125,82.21435546875,"[3 4 7 4]","[0 5 2 3]"
87.8631591796875,87.872314453125,"[7 8 5 0]","[2 3 9 2]"
59.0606689453125,59.06982421875,"[3 3 8 5]","[9 9 3 9]"
78.6163330078125,78.62548828125,"[6 3 4 3]","[9 4 8 2]"
58.0902099609375,58.099365234375,"[0 9 0 4]","[3 5 3 3]"
108.343505859375,108.3526611328125,"[3 3 0 6]","[4 2 3 9]"
79.28466796875,79.2938232421875,"[9 9 8 3]","[3 5 3 4]"
