unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
132.8338623046875,132.843017578125,"[3 2 8 3]","[4 3 3 2]"
84.539794921875,84.5489501953125,"[0 9 3 1]","[3 2 2 3]"
104.77294921875,104.7821044921875,"[2 8 3 6]","[5 3 9 3]"
116.7388916015625,116.748046875,"[0 8 2 5]","[4 3 9 8]"
98.9227294921875,98.931884765625,"[8 4 5 3]","[5 8 9 9]"
88.5223388671875,88.531494140625,"[4 0 4 5]","[3 2 3 9]"
63.8763427734375,63.885498046875,"[5 3 5 3]","[9 0 2 9]"
89.4927978515625,89.501953125,"[2 3 1 7]","[5 9 4 9]"
83.1024169921875,83.111572265625,"[3 1 7 6]","[9 4 6 9]"
190.2191162109375,190.228271484375,"[8 3 5 4]","[4 2 8 5]"
