unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
55.1605224609375,55.169677734375,"[7 9 9]","[3 2 5]"
88.5406494140625,88.5498046875,"[1 3 0]","[4 9 3]"
77.1331787109375,77.142333984375,"[8 0 6]","[3 4 0]"
84.246826171875,84.2559814453125,"[1 2 9]","[4 5 6]"
56.4422607421875,56.451416015625,"[1 3 3]","[4 0 9]"
84.7137451171875,84.722900390625,"[3 8 2]","[9 3 5]"
88.6505126953125,88.65966796875,"[9 7 0]","[5 2 3]"
94.8211669921875,94.830322265625,"[3 5 1]","[9 8 4]"
77.9937744140625,78.0029296875,"[3 9 8]","[2 5 3]"
82.6263427734375,82.635498046875,"[1 7 8]","[4 9 3]"
