unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
108.80126953125,108.8104248046875,"[7 7 1 2 9]","[3 9 4 9 3]"
146.246337890625,146.2554931640625,"[5 5 9 8 3]","[8 2 2 3 9]"
112.8662109375,112.8753662109375,"[5 2 2 8 3]","[9 5 3 3 0]"
114.3218994140625,114.3310546875,"[3 3 6 5 3]","[4 2 3 9 9]"
129.9774169921875,129.986572265625,"[9 5 2 0 6]","[5 9 9 2 9]"
95.2972412109375,95.306396484375,"[1 1 7 3 3]","[3 4 2 9 9]"
173.9410400390625,173.9501953125,"[3 3 5 9 6]","[4 2 9 3 9]"
176.4404296875,176.4495849609375,"[3 5 3 9 9]","[9 8 9 2 3]"
91.8182373046875,91.827392578125,"[1 1 1 3 7]","[4 4 3 9 3]"
74.45068359375,74.4598388671875,"[8 8 9 7 9]","[3 3 6 6 2]"
