unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
118.2220458984375,118.231201171875,"[4 1 7 3 2]","[3 3 2 2 3]"
109.295654296875,109.3048095703125,"[6 0 9 0 5]","[9 5 3 2 9]"
186.9964599609375,187.005615234375,"[5 9 3 1 9]","[9 2 9 4 3]"
58.905029296875,58.9141845703125,"[0 4 8 1 0]","[3 3 3 3 9]"
114.7979736328125,114.80712890625,"[0 4 0 1 3]","[3 8 4 4 9]"
112.1337890625,112.1429443359375,"[3 6 5 3 8]","[9 1 9 0 3]"
84.99755859375,85.0067138671875,"[1 3 4 0 4]","[9 2 3 9 8]"
141.0736083984375,141.082763671875,"[6 3 4 5 8]","[9 0 3 8 3]"
197.9461669921875,197.955322265625,"[9 0 1 5 3]","[3 5 9 8 9]"
200.68359375,200.6927490234375,"[7 2 7 3 9]","[2 5 2 9 3]"
