unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
58.135986328125,58.1451416015625,"[6 6 7]","[9 1 3]"
90.5181884765625,90.52734375,"[9 1 0]","[2 3 5]"
57.01904296875,57.0281982421875,"[5 9 5]","[2 2 9]"
81.536865234375,81.5460205078125,"[6 3 9]","[0 9 2]"
58.5845947265625,58.59375,"[7 7 1]","[3 2 4]"
60.82763671875,60.8367919921875,"[0 3 0]","[5 9 3]"
30.1666259765625,30.17578125,"[0 3 9]","[2 2 2]"
53.3111572265625,53.3203125,"[9 8 5]","[3 3 9]"
84.503173828125,84.5123291015625,"[8 2 5]","[3 9 2]"
61.102294921875,61.1114501953125,"[3 2 3]","[2 5 9]"
