unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
136.9903564453125,136.99951171875,"[0 3 9 7 9]","[5 0 2 3 3]"
147.18017578125,147.1893310546875,"[3 9 9 5 6]","[9 3 3 9 3]"
171.6522216796875,171.661376953125,"[9 2 3 4 1]","[3 3 9 8 3]"
192.1966552734375,192.205810546875,"[4 5 7 3 4]","[3 9 3 4 8]"
118.3685302734375,118.377685546875,"[4 1 3 6 3]","[8 3 2 0 0]"
144.0399169921875,144.049072265625,"[0 8 3 3 9]","[3 3 4 9 6]"
101.715087890625,101.7242431640625,"[4 3 0 3 9]","[5 0 9 9 5]"
109.68017578125,109.6893310546875,"[9 8 7 3 5]","[6 3 2 2 9]"
145.9075927734375,145.916748046875,"[4 8 9 3 4]","[8 3 2 9 3]"
144.2138671875,144.2230224609375,"[4 5 2 9 5]","[3 2 5 5 9]"
