unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
115.9881591796875,115.997314453125,"[4 0 5 3]","[8 2 9 0]"
160.7666015625,160.7757568359375,"[3 5 9 5]","[9 8 3 9]"
105.6427001953125,105.65185546875,"[9 1 2 8]","[2 9 3 3]"
109.7442626953125,109.75341796875,"[1 9 7 8]","[3 2 6 5]"
132.366943359375,132.3760986328125,"[2 3 9 3]","[3 2 2 4]"
77.9754638671875,77.984619140625,"[3 9 9 4]","[0 3 3 3]"
83.770751953125,83.7799072265625,"[2 9 7 6]","[5 3 3 9]"
84.136962890625,84.1461181640625,"[0 4 9 7]","[9 3 3 2]"
51.324462890625,51.3336181640625,"[9 4 8 9]","[3 3 3 6]"
109.9365234375,109.9456787109375,"[3 4 5 5]","[4 5 9 9]"
