unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
107.5469970703125,107.55615234375,"[3 0 2]","[4 3 0]"
90.27099609375,90.2801513671875,"[3 1 5]","[4 9 2]"
55.206298828125,55.2154541015625,"[8 8 3]","[3 3 9]"
47.515869140625,47.5250244140625,"[8 8 6]","[3 3 9]"
34.881591796875,34.8907470703125,"[1 0 9]","[3 3 3]"
85.43701171875,85.4461669921875,"[3 8 5]","[9 3 2]"
83.45947265625,83.4686279296875,"[6 0 4]","[1 2 3]"
50.5279541015625,50.537109375,"[3 9 9]","[0 2 2]"
85.4278564453125,85.43701171875,"[4 1 3]","[8 4 9]"
156.0699462890625,156.0791015625,"[3 4 2]","[4 3 0]"
