unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
54.486083984375,54.4921875,"[9 2]","[2 3]"
56.744384765625,56.75048828125,"[1 3]","[4 9]"
55.645751953125,55.65185546875,"[0 6]","[5 9]"
30.401611328125,30.40771484375,"[7 7]","[2 2]"
54.74853515625,54.754638671875,"[1 4]","[4 3]"
51.116943359375,51.123046875,"[8 3]","[4 0]"
34.2529296875,34.259033203125,"[2 5]","[9 9]"
122.161865234375,122.16796875,"[3 4]","[4 3]"
53.57666015625,53.582763671875,"[3 6]","[4 9]"
60.076904296875,60.0830078125,"[0 2]","[3 9]"
