unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
60.211181640625,60.21728515625,"[7 3]","[2 9]"
55.267333984375,55.2734375,"[7 6]","[2 3]"
50.68359375,50.689697265625,"[8 9]","[4 2]"
51.275634765625,51.28173828125,"[0 8]","[2 3]"
60.223388671875,60.2294921875,"[0 5]","[3 9]"
52.72216796875,52.728271484375,"[3 8]","[9 3]"
26.11083984375,26.116943359375,"[8 4]","[3 3]"
56.34765625,56.353759765625,"[7 3]","[2 0]"
64.35546875,64.361572265625,"[3 5]","[9 2]"
56.982421875,56.988525390625,"[2 9]","[3 5]"
