unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
128.8330078125,128.8421630859375,"[4 6 2 9]","[8 9 3 2]"
132.293701171875,132.3028564453125,"[3 6 2 9]","[9 9 9 2]"
100.5889892578125,100.59814453125,"[8 5 5 3]","[3 2 8 0]"
90.142822265625,90.1519775390625,"[7 5 6 0]","[3 9 9 4]"
85.821533203125,85.8306884765625,"[9 2 0 0]","[2 5 4 3]"
103.0517578125,103.0609130859375,"[9 0 3 1]","[5 9 9 4]"
56.707763671875,56.7169189453125,"[2 2 2 6]","[0 5 3 1]"
84.814453125,84.8236083984375,"[2 3 3 4]","[7 9 4 5]"
83.4228515625,83.4320068359375,"[9 2 9 6]","[3 7 3 9]"
110.2935791015625,110.302734375,"[8 6 4 1]","[3 0 8 9]"
