unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
89.300537109375,89.3096923828125,"[3 1 5 1 2]","[9 4 9 3 3]"
132.696533203125,132.7056884765625,"[9 2 5 9 6]","[2 0 9 5 0]"
114.5965576171875,114.605712890625,"[8 0 8 1 5]","[3 9 3 4 2]"
120.098876953125,120.1080322265625,"[5 1 0 2 4]","[9 4 2 9 3]"
151.3824462890625,151.3916015625,"[9 3 9 8 3]","[3 9 2 4 2]"
124.9786376953125,124.98779296875,"[9 9 8 5 9]","[5 2 3 9 3]"
110.9527587890625,110.9619140625,"[1 3 3 2 8]","[4 9 4 7 3]"
156.4178466796875,156.427001953125,"[3 4 3 3 5]","[0 3 4 9 9]"
68.29833984375,68.3074951171875,"[1 9 5 1 1]","[4 2 2 3 4]"
99.64599609375,99.6551513671875,"[3 3 3 8 0]","[2 0 4 3 2]"
