unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
51.751708984375,51.7578125,"[6 8]","[9 3]"
27.3193359375,27.325439453125,"[9 9]","[2 5]"
53.5888671875,53.594970703125,"[9 6]","[5 9]"
57.40966796875,57.415771484375,"[4 2]","[8 5]"
54.7607421875,54.766845703125,"[8 2]","[3 5]"
53.436279296875,53.4423828125,"[4 6]","[5 9]"
26.86767578125,26.873779296875,"[9 9]","[2 3]"
63.824462890625,63.83056640625,"[5 0]","[9 3]"
34.881591796875,34.8876953125,"[1 8]","[3 3]"
57.196044921875,57.2021484375,"[1 5]","[4 9]"
