unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
139.6636962890625,139.6728515625,"[3 8 9 5 7]","[0 3 2 8 3]"
75.732421875,75.7415771484375,"[9 6 0 8 3]","[3 3 2 3 2]"
123.541259765625,123.5504150390625,"[3 4 3 2 8]","[9 8 0 9 3]"
140.899658203125,140.9088134765625,"[2 1 7 9 5]","[3 9 2 2 9]"
197.42431640625,197.4334716796875,"[7 9 3 8 0]","[2 5 0 3 3]"
112.3443603515625,112.353515625,"[8 3 1 7 8]","[3 9 4 2 3]"
183.4991455078125,183.50830078125,"[4 6 3 4 9]","[3 9 4 8 3]"
110.3302001953125,110.33935546875,"[8 9 9 4 6]","[3 2 2 8 1]"
189.1204833984375,189.129638671875,"[6 3 4 2 3]","[3 9 3 7 4]"
81.005859375,81.0150146484375,"[9 3 8 9 4]","[3 2 3 3 3]"
