unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
85.72998046875,85.7391357421875,"[5 6 9]","[8 9 2]"
85.0250244140625,85.0341796875,"[3 9 1]","[9 6 4]"
60.369873046875,60.3790283203125,"[5 5 9]","[9 9 6]"
101.202392578125,101.2115478515625,"[8 3 0]","[3 0 5]"
99.0142822265625,99.0234375,"[8 2 3]","[3 9 2]"
63.8946533203125,63.90380859375,"[4 3 5]","[8 9 9]"
75.5584716796875,75.567626953125,"[8 6 9]","[3 0 5]"
76.409912109375,76.4190673828125,"[3 9 6]","[9 2 9]"
59.8846435546875,59.893798828125,"[4 5 3]","[3 9 9]"
82.7728271484375,82.781982421875,"[2 7 9]","[3 2 2]"
