unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
80.364990234375,80.3741455078125,"[0 9 9 0]","[9 5 3 5]"
91.0125732421875,91.021728515625,"[5 2 4 2]","[9 7 5 3]"
131.9915771484375,132.000732421875,"[1 3 7 4]","[4 2 6 3]"
80.7586669921875,80.767822265625,"[9 2 4 8]","[6 9 3 3]"
53.228759765625,53.2379150390625,"[9 7 7 8]","[2 2 2 5]"
108.856201171875,108.8653564453125,"[6 7 0 3]","[0 3 2 9]"
84.33837890625,84.3475341796875,"[8 2 9 6]","[3 3 2 1]"
59.7198486328125,59.72900390625,"[0 1 2 1]","[3 4 3 3]"
88.824462890625,88.8336181640625,"[6 2 7 4]","[9 7 9 3]"
31.9427490234375,31.951904296875,"[6 6 2 5]","[9 9 9 9]"
