unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
59.7930908203125,59.80224609375,"[9 8 1 0]","[3 3 3 2]"
130.2703857421875,130.279541015625,"[8 3 6 4]","[3 2 1 8]"
101.7242431640625,101.7333984375,"[3 7 3 0]","[0 3 4 9]"
83.990478515625,83.9996337890625,"[3 4 4 6]","[0 8 8 9]"
81.7657470703125,81.77490234375,"[4 2 3 8]","[3 9 9 3]"
61.4410400390625,61.4501953125,"[1 1 3 5]","[4 4 9 9]"
64.34326171875,64.3524169921875,"[7 1 9 5]","[3 3 3 2]"
48.4130859375,48.4222412109375,"[6 8 8 8]","[9 3 5 3]"
164.90478515625,164.9139404296875,"[7 0 3 7]","[3 3 0 6]"
91.497802734375,91.5069580078125,"[2 4 2 5]","[9 3 7 9]"
