unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
61.614990234375,61.62109375,"[1 3]","[9 2]"
62.5,62.506103515625,"[7 5]","[6 8]"
121.533203125,121.539306640625,"[9 3]","[3 9]"
59.3017578125,59.307861328125,"[9 5]","[2 9]"
52.64892578125,52.655029296875,"[3 7]","[4 3]"
53.74755859375,53.753662109375,"[8 3]","[3 2]"
58.258056640625,58.26416015625,"[3 5]","[0 9]"
32.77587890625,32.781982421875,"[2 5]","[9 9]"
114.166259765625,114.17236328125,"[5 8]","[8 5]"
60.906982421875,60.9130859375,"[6 5]","[1 2]"
