unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
53.082275390625,53.08837890625,"[7 3]","[6 9]"
57.12890625,57.135009765625,"[3 2]","[0 9]"
51.055908203125,51.06201171875,"[3 4]","[0 8]"
54.57763671875,54.583740234375,"[4 0]","[3 2]"
57.647705078125,57.65380859375,"[0 4]","[3 5]"
25.81787109375,25.823974609375,"[8 9]","[3 3]"
45.49560546875,45.501708984375,"[9 8]","[2 3]"
32.989501953125,32.99560546875,"[5 2]","[9 9]"
52.105712890625,52.11181640625,"[4 3]","[3 0]"
52.020263671875,52.0263671875,"[9 4]","[2 8]"
52.899169921875,52.9052734375,"[9 3]","[3 0]"
63.37890625,63.385009765625,"[3 5]","[0 2]"
54.071044921875,54.0771484375,"[3 6]","[2 9]"
52.606201171875,52.6123046875,"[4 6]","[3 9]"
53.411865234375,53.41796875,"[8 3]","[3 9]"
50.96435546875,50.970458984375,"[6 9]","[9 3]"
55.95703125,55.963134765625,"[6 0]","[0 3]"
56.036376953125,56.04248046875,"[7 8]","[2 4]"
56.11572265625,56.121826171875,"[6 1]","[1 4]"
30.462646484375,30.46875,"[3 3]","[4 9]"
32.281494140625,32.28759765625,"[3 7]","[2 2]"
58.60595703125,58.612060546875,"[5 8]","[2 3]"
52.63671875,52.642822265625,"[2 8]","[9 3]"
52.60009765625,52.606201171875,"[2 8]","[0 3]"
52.020263671875,52.0263671875,"[3 9]","[9 2]"
55.74951171875,55.755615234375,"[1 4]","[4 3]"
57.232666015625,57.23876953125,"[5 9]","[2 3]"
30.169677734375,30.17578125,"[3 9]","[2 2]"
58.09326171875,58.099365234375,"[4 0]","[5 3]"
27.44140625,27.447509765625,"[9 2]","[3 3]"
48.126220703125,48.13232421875,"[3 8]","[0 3]"
65.655517578125,65.66162109375,"[3 5]","[2 9]"
25.62255859375,25.628662109375,"[4 8]","[3 3]"
31.67724609375,31.683349609375,"[3 7]","[9 9]"
52.056884765625,52.06298828125,"[4 3]","[3 9]"
28.900146484375,28.90625,"[0 6]","[9 9]"
60.58349609375,60.589599609375,"[3 5]","[4 9]"
57.4951171875,57.501220703125,"[1 3]","[4 0]"
53.8330078125,53.839111328125,"[8 3]","[3 9]"
29.06494140625,29.071044921875,"[1 3]","[4 4]"
53.03955078125,53.045654296875,"[5 9]","[9 3]"
29.1259765625,29.132080078125,"[1 3]","[4 4]"
25.69580078125,25.701904296875,"[9 9]","[6 2]"
56.768798828125,56.77490234375,"[5 9]","[9 2]"
53.57666015625,53.582763671875,"[3 6]","[4 9]"
50.689697265625,50.69580078125,"[9 7]","[3 6]"
28.6376953125,28.643798828125,"[3 3]","[9 4]"
56.72607421875,56.732177734375,"[7 4]","[2 5]"
49.835205078125,49.84130859375,"[3 8]","[0 3]"
26.62353515625,26.629638671875,"[8 4]","[3 3]"
27.215576171875,27.2216796875,"[8 2]","[3 3]"
30.291748046875,30.2978515625,"[3 3]","[2 0]"
57.965087890625,57.97119140625,"[7 9]","[9 3]"
27.45361328125,27.459716796875,"[4 4]","[5 3]"
63.043212890625,63.04931640625,"[1 5]","[4 9]"
32.77587890625,32.781982421875,"[5 5]","[9 9]"
51.953125,51.959228515625,"[2 6]","[3 9]"
55.157470703125,55.16357421875,"[8 3]","[4 0]"
50.6591796875,50.665283203125,"[0 8]","[2 3]"
59.326171875,59.332275390625,"[5 9]","[9 2]"
51.165771484375,51.171875,"[9 3]","[3 0]"
63.873291015625,63.87939453125,"[5 3]","[2 9]"
57.7392578125,57.745361328125,"[0 3]","[3 2]"
58.38623046875,58.392333984375,"[3 9]","[9 2]"
51.641845703125,51.64794921875,"[9 7]","[2 6]"
57.43408203125,57.440185546875,"[0 4]","[5 3]"
55.5908203125,55.596923828125,"[3 4]","[9 8]"
57.01904296875,57.025146484375,"[1 9]","[9 6]"
25.042724609375,25.048828125,"[9 9]","[2 2]"
51.3916015625,51.397705078125,"[9 4]","[2 5]"
51.8310546875,51.837158203125,"[8 1]","[3 4]"
26.86767578125,26.873779296875,"[4 9]","[3 3]"
54.656982421875,54.6630859375,"[9 3]","[5 2]"
24.86572265625,24.871826171875,"[9 6]","[3 3]"
60.8642578125,60.870361328125,"[0 2]","[5 9]"
54.705810546875,54.7119140625,"[9 2]","[2 3]"
61.2548828125,61.260986328125,"[5 6]","[9 0]"
61.053466796875,61.0595703125,"[3 5]","[9 2]"
30.291748046875,30.2978515625,"[3 3]","[2 9]"
60.711669921875,60.7177734375,"[9 0]","[2 3]"
59.326171875,59.332275390625,"[2 7]","[9 2]"
56.72607421875,56.732177734375,"[7 8]","[3 4]"
60.83984375,60.845947265625,"[2 5]","[7 9]"
58.09326171875,58.099365234375,"[4 0]","[5 3]"
29.06494140625,29.071044921875,"[8 1]","[4 4]"
55.16357421875,55.169677734375,"[3 9]","[4 2]"
58.9111328125,58.917236328125,"[9 5]","[3 9]"
57.6904296875,57.696533203125,"[6 0]","[1 3]"
51.702880859375,51.708984375,"[8 2]","[3 5]"
53.546142578125,53.55224609375,"[4 8]","[8 3]"
29.791259765625,29.79736328125,"[0 9]","[2 2]"
