unsat-epsilon,sat-epsilon,original-prediction,second-best-prediction
112.1612548828125,112.17041015625,"[5 9 4 0 9]","[9 2 8 9 2]"
197.6715087890625,197.6806640625,"[2 1 9 3 7]","[9 4 3 9 2]"
59.6923828125,59.7015380859375,"[2 3 3 3 3]","[5 9 2 2 9]"
165.85693359375,165.8660888671875,"[0 3 8 9 1]","[2 9 3 3 3]"
79.9713134765625,79.98046875,"[2 6 8 6 8]","[7 9 3 0 3]"
138.446044921875,138.4552001953125,"[9 7 6 0 3]","[5 9 9 3 4]"
177.9144287109375,177.923583984375,"[9 3 3 4 5]","[3 0 9 8 9]"
194.8974609375,194.9066162109375,"[5 6 9 2 8]","[9 9 2 5 3]"
144.927978515625,144.9371337890625,"[3 5 3 6 2]","[4 9 2 9 3]"
179.62646484375,179.6356201171875,"[6 0 4 3 2]","[9 3 3 2 0]"
